3-Letter ID,Call Sign,Country
FCM,FINNCOMM,Finland
FCO,AEROFRISCO,Mexico
FCP,FLIGHTCORP,New Zealand
FCS,NESA,Netherlands
FDA,FUJI DREAM,Japan
FDB,SKY DUBAI,United Arab Emirates
FDC,DIAMOND AIRLINE,Libya
FDJ,FREEDOM JET,United States
FDK,DAMAVIA,Syria
FDL,FARMINGDALE STATE,United States
FDM,LIBERTY,United States
FDN,FLYING DOLPHIN,United Arab Emirates
FDO,FRENCH CUSTOM,France
FDR,FEDAIR,South Africa
FDS,FLYDOC,Kenya
FDT,FREEDOM EAGLE,Kenya
FDU,EURASIAN,Tajikistan
FDX,FEDEX,United States
FDY,FRIENDLY,United States
FDZ,BLUE LUX,Luxembourg
FEA,FAR EASTERN,China
FEE,FARES,Venezuela
FEG,SKY EGYPT,Egypt
FEI,ARCTIC EAGLE,Iceland
FEM,ZIM AIRLINK,Zimbabwe
FEN,FENESTRON,United Kingdom
FEO,FERINCO,Mexico
FES,AERO ALFE,Mexico
FET,FREIGHT LINE,United States
FEX,FLIGHTEXEC,Canada
FFA,SUNSHINE,Ireland
FFC,FAIROAKS,United Kingdom
FFD,FLORIAN,Germany
FFE,SMART TRAINER,Germany
FFF,INTER FREEDOM,Nigeria
FFH,PEACE AIR,Nigeria
FFI,INFINIT,Spain
FFL,FOREFLIGHT,United States
FFM,FIREFLY,Malaysia
FFP,FLIGHT PRO,United States
FFS,FORESTRY,United States
FFT,FRONTIER FLIGHT,United States
FFU,FERRANTI,United Kingdom
FFV,SWIFT TANGO,Kenya
FFX,FLEX BRASIL,Brazil
FFY,FLYERS AIR,United States
FGA,GEORGIA FED,Georgia
FGB,KITEBIRD,France
FGC,FORESTALES,Spain
FGD,FIREGUARD,Canada
FGG,BLUEFINCH,Malaysia
FGN,FRANCE GENDARME,France
FGO,RED CARGO,France
FGP,FLYING CENTER,Russia
FGR,FRIGATE,United States
FGS,ELITELLINA,Italy
FHG,FLYING HOPE,Germany
FHM,EUROBIRD,Malta
FHR,HOPER HELI,Greece
FHS,SURYA,Indonesia
FHV,PATROL,Denmark
FHY,FREEBIRD AIR,Turkey
FIA,FIA AIRLINES,Moldova
FIB,THURAYA,Sudan
FIC,AEROSAFIN,Mexico
FIE,ARMRIDER,Armenia
FIH,FINNHEMS,Finland
FIK,FIKES,United States
FIL,FLYLINE,Spain
FIN,FINNAIR,Finland
FIS,SHERRY,United Kingdom
FIX,FOX AVIATION,Slovenia
FIZ,COCKTAIL,France
FJA,LINK FIJI,Fiji
FJB,FASTBIRD,Zambia
FJE,FANJET,Kenya
FJI,FIJI,Fiji
FJL,OKAAB,Pakistan
FJM,GREENHEART,Jamaica
FJO,FLEX EUROPE,Malta
FJR,SOLITAIRE AIR,Jordan
FJS,FLORIDAJET,United States
FJT,FUTURE AIR,China
FJW,ZIMBIRD,Zimbabwe
FKH,FLY KHIVA,Uzbekistan
FKS,FOCUS,United States
FKZ,KUMBA,Zimbabwe
FLA,BLUEROCK,Malta
FLB,ROSSIGNOL,Chad
FLC,FLIGHT CHECK,United States
FLD,DEDICATION,Malta
FLE,FLAIR,Canada
FLF,FRIEND AIR,Uganda
FLG,KRISH,India
FLH,MILE HIGH,United States
FLI,FAROELINE,Denmark
FLJ,FLEXAIR,United Kingdom
FLK,FLYLINK,Spain
FLL,FEDERAL AIRLINES,Sudan
FLN,BRAVE,Namibia
FLO,FLYCOM,Slovenia
FLP,PARAPRO,France
FLR,FLEETAIR,South Africa
FLS,RAPIDOS,Mexico
FLV,SKY RED,South Africa
FLW,FLITE WATCH,Malta
FLX,FLIGHT EXPRESS,United States
FLZ,FLIGHTLINK,Tanzania
FMA,FAASA,Spain
FMF,EGYPT ACADEMY,Egypt
FMG,HUSKY,Germany
FMI,GECKO,Myanmar
FMK,FLYMARA AIRLINES,Kenya
FML,EAGLE BIRD,Mali
FMR,FLAMINGO AIR,United States
FMS,HADI,Sudan
FMX,FASTMEX,Mexico
FMY,FRENCH ARMY,France
FNC,FINALAIR CONGO,Congo
FNF,FINNFORCE,Finland
FNG,FINNGUARD,Finland
FNK,FUNKY,Germany
FNL,FINN FLIGHT,Finland
FNO,RIAZOR,Spain
FNS,FINESSE,United Kingdom
FNY,FRENCH NAVY,France
FOA,FORTUNE AIR,South Africa
FOC,FOCA,Switzerland
FOE,FIRST EAGLE,Romania
FOF,FOFA,South Africa
FOH,ORION,Cyprus
FON,FLYINGTON,India
FOO,AUSTROJET,Austria
FOP,FOKKER SERVICES,Netherlands
FOR,FORMULA,United Kingdom
FOT,AVIFOTO,Spain
FOX,GREENSTAR,Norway
FOZ,STARS AIRWAYS,Syria
FPC,PRO CONNECT,United States
FPE,GAMER,Malta
FPF,SIJI,United Arab Emirates
FPI,PERSIA,Iran
FPK,FEATHER,Pakistan
FPL,FEDPOL,Australia
FPO,FRENCH POST,France
FPY,PLAYER,Iceland
FQA,QUIK LIFT,India
FRA,RUSHTON,United Kingdom
FRB,RAKWAY,United Arab Emirates
FRC,FRANCONIA,Germany
FRD,FORD,United States
FRE,FREEDOM,United States
FRF,FAIRFLEET,Hungary
FRG,FREIGHT RUNNERS,United States
FRI,FREEFLIGHT,South Africa
FRJ,AFRIJET,Nigeria
FRK,AFRIFAST,Kenya
FRN,FIRST NATION,Nigeria
FRO,FROST,Denmark
FRQ,CHARTER AFRIQUE,Cameroon
FRR,FRESH AIR,Nigeria
FRS,COMFORT SERVICIOS,Mexico
FRU,FRENCH RESCUE,France
FRV,REV AERO,United States
FRW,FARWEST,United States
FRX,FORT AERO,Estonia
FSA,FOSTER-AIR,United States
FSB,SEABIRD,Germany
FSC,FOUR STAR,United States
FSE,FALCO,Austria
FSF,ROCKY,Finland
FSH,SMART HAWK,Kyrgyzstan
FSJ,FREE SKY,China
FSK,AFRICAN SKY,South Africa
FSL,CRYSTAL LIGHT,Nigeria
FSO,SKY AIR,Slovakia
FSP,SNAPSHOT,United States
FSQ,KYRGYZ BIRD,Kyrgyzstan
FSR,FLIGHTSTAR,United States
FSS,ABACO,Bahamas
FST,FLIGHTRON,United States
FSU,UKRAINE BIRD,Ukraine
FSW,FASO,Burkina Faso
FSX,FLAG,United States
FSY,FROSTY,Canada
FTA,FRONTIER-AIR,United States
FTC,FANTASTIC,San Marino
FTD,FORTITUDE,United States
FTH,FOOTHILLS,United States
FTJ,HU TAI,China
FTK,FIRETAC,United States
FTL,FLIGHT-AVIA,Spain
FTM,FLYTEAM,United Kingdom
FTN,FRONTRUNNER,United States
FTO,WAGNER,United States
FTP,FOOTPRINT,United States
FTR,FINISTAIR,France
FTS,QUESTA,Malta
FTT,FAST AIR,United States
FTU,FLIGHT UNIVERSITY,China
FTX,TERRA DYNAMICS,Mexico
FTY,FLY TYROL,Austria
FTZ,GREY BIRD,Tanzania
FUC,FUMICAR,Ecuador
FUH,GALLANT,China
FUJ,FUJAIRAH,United Arab Emirates
FUL,ORANGE CRANE,Uganda
FUM,FUNLINE,Mexico
FUP,FUMIPALMA,Ecuador
FUS,FUMISOL,Ecuador
FUU,BLUE SPARROW,Serbia
FVA,AIR VIRGINIA,United States
FVJ,VALUEJET,Nigeria
FVS,FALCON AVIATION,United Arab Emirates
FWA,PINECONE,United States
FWD,FAIR WIND,United States
FWI,FRENCH WEST,France
FWK,FLIGHTWORKS,United States
FWL,FLO WEST,United States
FWR,FLIGHTAWARE,United States
FXA,EXPRESS AIRLINES,Egypt
FXC,FLEX COPTER,United States
FXI,FAXI,Iceland
FXJ,FLEX IRELAND,Ireland
FXP,SUNDIAL,Romania
FXW,FLEXWING,United States
FXZ,FLY EX,Zimbabwe
FYA,FLYANT,Spain
FYC,CHAM SKY,Syria
FYE,FLYME,Nigeria
FYG,FLYING GROUP,Belgium
FYJ,FASTJET,Poland
FYL,FLYINGLUX,Luxembourg
FYN,FLANDY,Indonesia
FYO,YEMEN WINGS,Yemen
FYS,EUROPEAN FLYERS,Spain
FYW,MAISBRASIL,Brazil
FZA,STRAIT AIR,China
FZW,FRESH EXPRESS,Zimbabwe
GAA,GLOBAL AFRICA,Zimbabwe
GAB,CALI,Costa Rica
GAC,DREAM TEAM,Austria
GAD,SOUTHCOAST,United Kingdom
GAE,GULF AVIATION,China
GAF,GERMAN AIR FORCE,Germany
GAG,GEEBIRD,Denmark
GAH,GAMHELICO,France
GAI,SURGUT STAR,Russia
GAJ,GAMA JET,United States
GAK,AVIAGROUP,Libya
GAL,ERRANTE,Venezuela
GAM,GERMAN ARMY,Germany
GAO,SOAR,Antigua and Barbuda
GAP,AIRPHIL,Philippines
GAR,GLORY AIR,Nigeria
GAS,GALENA AIR SERVICE,United States
GAT,GULF TRANS,United States
GAV,GRAVITY,Denmark
GAW,SKYCRAWLER,Kenya
GAX,GRAND AIRE,United States
GBA,GULF BAHRAIN,Bahrain
GBB,GLOBE,South Africa
GBC,GABON CARGO,Gabon
GBE,GABEX,Gabon
GBF,NIMBA,Burkina Faso
GBG,VAGABOND,Bulgaria
GBJ,GLOBAL THAI,Thailand
GBK,GABON AIRLINES,Gabon
GBL,LITGLOBE,Lithuania
GBM,BERIEV COMPANY,Russia
GBN,ATLANTIC GABON,Gabon
GBQ,GAMBIA BIRD,Gambia
GBR,GREENBRIER AIR,United States
GBS,GLOBAL SERVE,Nigeria
GBX,GEEBEE LINK,United States
GCA,AEROGECA,Dominican Republic
GCB,LINACONGO,Congo
GCC,GECAS,Ireland
GCF,AEROCARTO,Spain
GCI,ITALIAN COAST GUARD,Italy
GCK,GLOCK,Austria
GCL,SAXONIAN,Germany
GCM,GLOBECOM,South Africa
GCN,GULF CENTRAL,United States
GCR,BO HAI,China
GCS,SKY TEC,Costa Rica
GCW,GLOBALCREW,Denmark
GCY,HELIBIRD,United Kingdom
GDA,GLADIATOR,United Kingdom
GDB,BELGIAN GENDARMERIE,Belgium
GDC,GRAND CHINA,China
GDG,GOLDEN GATE,United States
GDH,RISING SUN,Turkey
GDK,GOLDECK FLUG,Austria
GDM,SMALL,Malta
GDR,GADAIR LINES,Spain
GDY,GUARDIAN,Australia
GEA,GLOBALAVIATION,Iraq
GEC,LUFTHANSA CARGO,Germany
GEE,GEMEX,Mexico
GEL,SKY GEORGIA,Georgia
GEN,GENSA-BRASIL,Brazil
GEO,APOLAX,Georgia
GER,GERMAN EAGLE,Germany
GES,GESTAIR,Spain
GET,AIR FLOW,Portugal
GEX,AERO GEORGIA,Georgia
GFA,GULF AIR,Bahrain
GFC,GAIL FORCE,United States
GFD,KITE,Germany
GFF,GREAT RIDE,United States
GFM,PARROT,Sweden
GFS,GULFSTAR,United States
GFV,GRUPO- AFA,Mexico
GFY,GROUND LOOP,United States
GGA,JAWJA,United States
GGC,LONG-HAUL,United States
GGE,ECUATO GUINEA,Equatorial Guinea
GGG,GENESIS,Nigeria
GGL,GIRA GLOBO,Angola
GGN,GREAT NORTH,Canada
GGT,THUNDERBALL,Bahamas
GGW,GIGAWATT,United States
GHA,SUTTER,United States
GHF,GHANA AIRFORCE,Ghana
GHK,GOLDEN HAWK,Canada
GHL,GUILIN ROTOR,China
GHN,AIR GHANA,Ghana
GHP,GRASSHOPPER EX,United States
GIA,INDONESIA,Indonesia
GIO,GIO-AVIA,Slovenia
GJA,GREY JAY,Canada
GJB,SKY TRUCK,United States
GJE,GLOBAL JETS,United States
GJI,GAINSTAR,Ireland
GJM,AIRHUB,Malta
GJS,LINDBERGH,United States
GJT,GETJET,Lithuania
GJW,PLATA,Netherlands
GKA,GOLDEN KNIGHTS,United States
GKS,SWARN,United Kingdom
GKY,GAMA CAYMAN,Cayman Islands
GLA,LAKES AIR,United States
GLB,GLOBAL,Ukraine
GLD,GOLDEN STAR,Sudan
GLE,GOLIAF AIR,Sao Tome and Principe
GLF,GULFSTREAM TEST,United States
GLG,GALAPAGOS,Ecuador
GLH,GULFHAWK,United States
GLJ,GLOBAL AUSTRIA,Austria
GLL,TWINS,Angola
GLO,GOL TRANSPORTE,Brazil
GLQ,QUILADA,Sudan
GLR,GLACIER,Canada
GLS,SEDBURGH,United Kingdom
GLT,GASLIGHT,United States
GLU,LAKES CARGO,Uganda
GLV,AVANTI,Venezuela
GLX,RUSSIAN BIRD,Russia
GLY,GALAXY AVIATION,Pakistan
GMA,GAMA,United Kingdom
GMC,GENERAL MOTORS,United States
GMD,GULF MED,Malta
GME,GLOBE MERIDIAN,Laos
GMG,GEE-EM HELICOPTERS,Latvia
GMH,HUGHES,United States
GMJ,GAMISA,Spain
GML,GEEANDEL,South Africa
GMN,GARMIN,United States
GMR,GOLDEN MYANMAR,Myanmar
GMS,GHADAMES,Libya
GMT,GRUPOMONTERREY,Mexico
GNA,SERVIGANA,Mexico
GNC,GUINEA CARGO,Equatorial Guinea
GND,GRAND VEGAS,United States
GNF,GREEN FLAG,Sudan
GNJ,GAIN JET,Greece
GNR,GAMBIA INTERNATIONAL,Gambia
GNX,AEROGENEX,Belarus
GNY,GERMAN NAVY,Germany
GNZ,GONZO,Poland
GOA,GOAN,India
GOC,GEOCUBA,Cuba
GOF,GOF-AIR,Mexico
GOJ,GOJET,United Kingdom
GOL,CARGOLAAR,Namibia
GOM,GOMEL,Belarus
GOP,GOSPA AIR,Mexico
GOS,GOLDEN SKY,Libya
GOW,GOAIR,India
GOZ,GROZNYY AVIA,Russia
GPA,GOLD PAC,United States
GPD,GOODSPEED,United States
GPL,GESPLANE,Spain
GPM,GRUPOMED,Spain
GPR,GPM AEROSERVICIO,Mexico
GPX,IVORY,Bulgaria
GRA,FLEX,South Africa
GRB,GRAY BIRD,United States
GRC,GRACE FLIGHT,United States
GRD,GRID,United Kingdom
GRE,HELIX,Denmark
GRF,SIMBA,South Africa
GRG,LELO,Georgia
GRL,GREENLAND,Denmark
GRM,GERONIMO,United States
GRN,GRANDE,United States
GRO,OAKLEAF,Romania
GRP,AIR FOX,United States
GRR,AGROAR,Portugal
GRV,EPSILON,Greece
GRX,GRODNO,Belarus
GRY,GRAY RIDER,United States
GSA,GARDEN STATE,United States
GSC,GRANDSTAR CARGO,China
GSF,AERO GESEF,Mexico
GSH,GAMAMENA,United Arab Emirates
GSI,SLOVENIA,Slovenia
GSJ,GROSSJET,Czech Republic
GSK,GLOBAL SKY,United States
GSL,SURVEY-CANADA,Canada
GSM,GESTAIR MALTA,Malta
GSN,GEOSAN,Mongolia
GSP,GLOBAL SCHOOL,Portugal
GSS,CARGO BIRD,San Marino
GST,SUPERTANK,United States
GSY,GRAY SKY,United States
GTA,CITY AIRWAYS,Thailand
GTF,GATOR FLIGHT,United States
GTH,GOTHAM,United States
GTI,GIANT,United States
GTP,GRUPOTAMPICO,Mexico
GTR,GALISTAIR,Malta
GTS,TRANSGROUP,Senegal
GTV,GAVIOTA,Cuba
GTW,GATEWAY,United States
GTX,BIG-DEE,United States
GUC,LEAF AIR,China
GUE,AERO GUERRERO,Mexico
GUG,AVIATECA,Guatemala
GUJ,GUJARATAIR,India
GUL,GULL-AIR,United States
GUM,GUM AIR,Suriname
GUN,HOOT,United States
GUY,GREEN BIRD,France
GVA,GRUPOVA,Mexico
GVN,GAVINA,Spain
GWA,G-W AIR,United States
GWC,GULF WINGS,United Arab Emirates
GWG,GREEN AFRICA,Nigeria
GWI,GERMAN WINGS,Germany
GWL,GREAT WALL,China
GWN,GEWAN,Kazakhstan
GWR,LEMON,Spain
GWS,GENAIR,South Africa
GWW,GLOBAL WINGS,Cayman Islands
GWY,GETAWAY,United States
GWZ,SUN BURN,Bahamas
GXA,GEMINI,United States
GYG,NATAKHTARI,Georgia
GYP,GYPSY,United Kingdom
GYR,GYROFER,France
GZP,GAZPROM,Russia
GZR,GEZIRA,United States
HAA,AGROFORESTAL,Chile
HAD,HAITI AVIA,Haiti
HAE,HOLLAND AIR,United States
HAF,HELLENIC AIR FORCE,Greece
HAG,HAGELAND,United States
HAH,HANMA,China
HAJ,DINGCHANG,China
HAK,HELIFALCON,Norway
HAL,HAWAIIAN,United States
HAN,KING BEE,Kenya
HAO,HARTY,Egypt
HAP,HELIPERSONAL,Mexico
HAR,HARBOR,United States
HAS,HONDURAS AIR,Honduras
HAT,SKY RUNNER,Malta
HAU,SKYHAUL,South Africa
HAV,HAVILAH,Nigeria
HAW,THAI HAWK,Thailand
HAX,SCOOP,Norway
HAY,HAYA,Saudi Arabia
HBA,HARBOR AIR,United States
HBC,HALISA,Haiti
HBH,HEBEI AIR,China
HBN,FINCH,Ireland
HBR,HEBRIDEAN,United Kingdom
HBT,HABICHT,Germany
HCA,HAVASU,United States
HCB,HELEN,Barbados
HCC,HELIANCO,Belgium
HCF,EAGLE,Malta
HCH,HELICA,Venezuela
HCK,HELI-CHARTER,United Kingdom
HCO,CONGO LIFT,Congo
HCP,HELI CZECH,Czech Republic
HCR,HIGH SCORE,Sweden
HCS,HELIWALES,United Kingdom
HCT,ROTORCAT,Spain
HCV,CREOLE,Cape Verde
HCX,CITY COPTER,Finland
HDA,DRAGON,China
HDB,HELIDEE,United Arab Emirates
HDC,HELICATALUNA,Spain
HDI,DINAMICOS,Mexico
HDL,HENDELL,Finland
HDM,HOG,United States
HDR,HELITRANS,Norway
HDT,HADHRAMOUT AIRWAYS,Yemen
HEA,HELIAVIA,Portugal
HEB,HELIBERNINA,Switzerland
HED,FLAPJACK,United Kingdom
HEE,HELIEJECUTIVO,Mexico
HEI,AEROHEIN,Chile
HEL,HELICOL,Colombia
HEM,HECOMEX,Mexico
HEN,HELINAC,Mexico
HEP,HELIPOLICE,Norway
HER,HERA,United States
HES,HOLIDAY EUROPE,Bulgaria
HET,HELITAF,Spain
HEV,HELIJECUTIVO,Mexico
HEW,HELIWATER,Poland
HEX,HONIARA CARGO,Solomon Islands
HEY,ZONDA,Poland
HEZ,ARROW,Israel
HFA,AIR HAIFA,Israel
HFD,HIGHFIELD,United Kingdom
HFJ,PANGU,China
HFL,LOADSTAR,Malta
HFM,MOONRAKER,Malta
HFY,SKY FLYER,Portugal
HGA,HALLA,Somalia
HGB,GREATER BAY,China
HGD,HANGDAE,South Korea
HGE,HOAGIE,United States
HGG,HI AIR,South Korea
HGH,HENLEY,South Africa
HGK,SALAAMA,Uganda
HGM,MAHSURI,Malaysia
HGO,HAMPTON,United Kingdom
HGR,HANG,United Kingdom
HGT,HIGHTECH,United States
HHA,ATLANTIC HONDURAS,Honduras
HHE,HELI HOLLAND,Netherlands
HHH,CORINIUM,United Kingdom
HHN,ROOSTER,Germany
HHS,HIJET,Suriname
HIB,HELIBRAVO,Portugal
HIF,HIFSA,Spain
HIL,HELI ALPES,Switzerland
HIM,HIMALAYA,Nepal
HIN,HOLDING GROUP,Mexico
HIP,STARSA,Mexico
HJA,AIRHAITI,Haiti
HJE,GOSA,Mexico
HJI,SHIV AIR,Uganda
HJL,BIZJET,United Kingdom
HJT,HELTAIR,Sudan
HKA,SPEND AIR,United States
HKB,CLASSIC,United States
HKC,MASCOT,China
HKE,HONGKONG SHUTTLE,China
HKG,HONGKONG GOVERNMENT,China
HKH,HAWKHUNGARY,Hungary
HKI,HAWKEYE,United States
HKL,HAK AIRLINE,Nigeria
HKN,HANKINS,United States
HKR,DATA BIRD,United States
HKS,HELIBUS,Norway
HKV,HUCAVEN,Venezuela
HKW,HAWK OWL,United States
HLA,HELLENIC ARMY,Greece
HLC,HELICAP,France
HLE,HELIMED,United Kingdom
HLF,HOMELAND,China
HLG,HELICAPITAL,Mexico
HLH,HALA AIR,Sudan
HLI,HELI SAINT-TROPEZ,France
HLJ,HELLOJETS,Romania
HLL,FUSION,United Kingdom
HLP,HELIPISTAS,Spain
HLR,HELI BULGARIA,Bulgaria
HLT,HELITAFE,Mexico
HLU,HELI UNION,France
HLV,SERVI HELI,Mexico
HLW,HELIWORKS,Chile
HLY,WHISPER,United Kingdom
HMB,HUMMINGBIRD,Canada
HMC,HELIAMERICA,Mexico
HMD,HAMMOND,United States
HMF,LIFEGUARD SWEDEN,Sweden
HMJ,HARMONY JETS,Malta
HML,HAMSAL,Nigeria
HMO,HELI-CORP,Mexico
HMP,PAPAIR TERMINAL,Haiti
HMZ,ARAS AIR,Turkey
HNA,HELLENIC NAVY,Greece
HND,HINTERLAND,Australia
HNJ,SOUTHERN JET,China
HNL,MAPLELEAF,Netherlands
HNR,HANAIR,Haiti
HNW,HONEYWELL,United States
HNX,SUPERB,China
HOA,HOLA,Spain
HOB,HOBBY JET,United States
HOD,HODHOD,Yemen
HOG,HOGAN AIR,Zambia
HOL,HOLIDAY,United States
HON,HONDA TEST,United States
HOP,AIR HOP,France
HOT,SUNNY SKY,Malta
HOV,SKY ELITE,Italy
HOZ,OZCA,Mexico
HPA,PEARL AIRWAYS,Haiti
HPE,HOPE AIR,United States
HPJ,HOPA-JET,United States
HPK,HOPSCOTCH AIR,United States
HPL,HELIPORTUGAL,Portugal
HPN,HARPOON,United States
HPO,ALMIRON,Uganda
HPP,SKY HOP,United States
HPR,HELIPRO,New Zealand
HPY,HAPPY TRAVEL,Thailand
HRA,ERICA,Spain
HRB,HAITI AIRLINE,Haiti
HRC,HARCO,United States
HRD,MARSHALL HERD,United States
HRE,HART AIR,Germany
HRF,HERO-FLIGHT,United States
HRN,HERONAIR,Germany
HRS,HORSEMEN,United States
HRT,CHARTRIGHT,Canada
HRV,SAHARA-SERVICE,Chad
HRZ,CROATIAN AIRFORCE,Croatia
HSA,DUMA,Kenya
HSE,HELISCAN,Norway
HSF,HAN-SEO FLIGHT,South Korea
HSH,HISPANICA,Spain
HSI,HELISWISS,Switzerland
HSJ,BAOSHENG,China
HSK,HALLA SKY,South Korea
HSM,HELIMALT,Malta
HSN,JAGUAR,Thailand
HSO,HELISERVICE,Germany
HSR,HELISTAR,Greece
HSS,TAS HELICOPTEROS,Spain
HST,HESTON,Lithuania
HSV,VERTIFLIGHT,China
HSW,HELIBERICA,Spain
HSY,HELISKY,Spain
HTA,HELI TRANSAIR,Germany
HTB,HELIX-CRAFT,Panama
HTC,HAITI TRANSAIR,Haiti
HTE,HELICOPTERSMEXICO,Mexico
HTH,ALBORAN,Spain
HTI,HAITI INTERNATIONAL,Haiti
HTK,LINGBIRD,China
HTM,HELITRAVEL,Germany
HTP,HALA EXPRESS,Libya
HTR,HOLSTEN,Germany
HTS,HELISAS,Colombia
HTT,HEART BEAT,Canada
HTY,HELITY,Spain
HUA,HUNGARY,Hungary
HUB,HUB,United States
HUC,LINEAS TEHUACAN,Mexico
HUE,HAUTE,Switzerland
HUF,HUNGARIAN AIRFORCE,Hungary
HUN,HUNGARIAN,Hungary
HUR,HURRICANE CHARTER,United States
HUS,HEUSSLER,United States
HUT,AEROHUITZILIN,Mexico
HVK,TURKISH AIRFORCE,Turkey
HVN,VIET NAM AIRLINES,Vietnam
HVY,LIFT PERU,Peru
HWD,FLITEWISE,United Kingdom
HWH,HELIWORLD,Spain
HWK,FIREHAWK,United States
HWS,STORM,Sweden
HXA,CHINA EXPRESS,China
HYA,ALHAYA,Iraq
HYC,HYDRO CARGO,South Africa
HYD,HYDRO,Canada
HYJ,HAPPY JET,China
HYM,SKY MOLDOVA,Moldova
HYN,FANTASIA,China
HYP,HYPERION,Malta
HYR,HIGHFLYER,Ireland
HYS,SKY EUROPE,Romania
HYT,QUICK AIR,China
HYY,HAYWAYS,Armenia
HZM,HUZIMA,Ecuador
HZR,HUZAR,Poland
HZS,HORIZON SKY,Saudi Arabia
HZY,AIR LILY,China
IAA,ANFIBIOS,Spain
IAC,IBEX AIRLINES,Lebanon
IAD,RED KNIGHT,India
IAE,IRAERO,Russia
IAG,EPAG,France
IAL,IMATONG,Kenya
IAM,ITALIAN AIRFORCE,Italy
IAN,IBOM,Nigeria
IAR,ILIAMNA AIR,United States
IAV,ISLAND FLYER,United Kingdom
IAW,IRAQI,Iraq
IBB,BINTER,Spain
IBC,IBEX CHARTER,Lebanon
IBE,IBERIA,Spain
IBG,ICE BRIDGE,United States
IBJ,IBERTAXI,Spain
IBK,NORTRANS,Ireland
IBL,CATOVAIR,Mauritius
IBR,IBERTOUR,Spain
IBS,IBEREXPRES,Spain
IBX,IBEX,Japan
ICA,TIRYKA,Venezuela
ICC,CARTO,Spain
ICD,ICARO,Ecuador
ICE,ICEAIR,Iceland
ICF,INCHARTER,San Marino
ICG,ICELAND COAST,Iceland
ICH,INTERCONTINENTAL,Gambia
ICL,CAL,Israel
ICM,INTER-CAMEROUN,Cameroon
ICN,ICONAIR,Pakistan
ICP,CHOPER,Spain
ICR,ICARUS FLIGHTS,United States
ICS,IRISH COASTGUARD,Ireland
ICT,CONTAVIA,Colombia
ICU,ASIA MEDICAL,China
ICV,CARGOLUX ITALIA,Italy
ICY,INTERCITY,Malaysia
IDA,INTRA,Indonesia
IDC,ISLAND DEV,Seychelles
IDD,IDA,United States
IDG,INDIGO,Czech Republic
IDO,INDOKHMER,Cambodia
IDR,MANGU,Dominican Republic
IDT,IDOT,United States
IDX,RED PHOENIX,Indonesia
IEI,ITALIAN ARMY,Italy
IEK,INAER EUSKADI,Spain
IFA,RED ANGEL,Germany
IFC,INDIAN AIRFORCE,India
IFF,INTERFREIGHTER,Sudan
IFG,INFINITY,United States
IFI,HELLAS LIFT,Greece
IFJ,IFAJET,Portugal
IFL,EIFEL,United States
IFM,ICOPTER,Greece
IFX,IFTA,United States
IFY,IFLYER,Kenya
IGA,IGUANA,Poland
IGL,ATISA,Venezuela
IGM,AERO COATLE,Mexico
IGN,DIVINE AIR,Nigeria
IGO,IFLY,India
IGS,ISLA GRANDE,United States
IGT,SKY IKA,Georgia
IGY,INGENUITY,United States
IHC,HELIRAN,Iran
IHO,UMOJA,Kenya
IIA,INTER ILES,Comoros
IIC,INTER AIR,Bahamas
IIL,INDIA INTER,India
IJA,I-JET,United States
IJM,JET MANAGEMENT,Austria
IJR,INTEGRA JET,United States
IJW,JET WEST,United States
IKK,IKIAIR,Japan
IKM,EASY SHUTTLE,Ghana
IKR,IKAROS,Denmark
ILA,ILAN ARAD,Israel
ILF,ISLAND FLIGHT,United States
ILK,ILEK,Kazakhstan
ILM,BIRDMAN,Portugal
ILN,INLINE,South Africa
ILS,SERVICIOS ILSA,Mexico
ILU,ILLINI,United States
IMC,MY CHARTER,Pakistan
IMD,JETBULL,Spain
IME,LARK AIR,China
IMG,IMAGINE,United States
IMI,IMPERIALAEREO,Mexico
IML,MAL AIR,Fiji
IMO,INVERMOCA,Venezuela
IMS,IMAGES,United Kingdom
IMT,IMTREC,Cambodia
IMX,ZIMEX,Switzerland
INA,AVICENNA,Iran
INB,INTERBUILD,Tajikistan
INC,INSELAIR,Netherlands
ING,INAER GALICIA,Spain
INI,INITIUM,Spain
INM,INDUCA,Venezuela
INR,INAER HELICOPTEROS,Spain
INT,INTEGRA,Spain
IOA,INDIA FIRST,India
IOE,ISLAND OIL,Sao Tome and Principe
IOF,INAER OFFSHORE,Spain
IOM,ISLE AVIA,United Kingdom
ION,GORRION,Malta
IOS,SCILLONIA,United Kingdom
IPF,IRAQI PRESIDENTIAL FLIGHT,Iraq
IPL,IPULL,Spain
IPM,AEROITA,Brazil
IPT,INTERPORT,United States
IQP,IQRA PAKISTAN,Pakistan
IQQ,CARIBJET,Barbados
IRA,IRANAIR,Iran
IRB,AIRTOUR,Iran
IRC,ASEMAN,Iran
IRD,ARVAND,Iran
IRE,PARIZAIR,Iran
IRF,TA-AIR,Iran
IRH,ATLAS AVIA,Iran
IRI,NAVID,Iran
IRJ,BONYAD AIR,Iran
IRL,IRISH,Ireland
IRM,MAHAN AIR,Iran
IRO,IRON AIR,United States
IRP,PAYAMAIR,Iran
IRR,TARAIR,Iran
IRS,SAHAND AIR,Iran
IRT,TOOS AIR,Iran
IRU,CHABAHAR,Iran
IRV,SAFAT AIR,Iran
IRW,ARAM,Iran
IRX,ARIA,Iran
IRY,ERAM AIR,Iran
